Index,Song,Lyrics
472. Seether - Breakdown (2007)
471. Godsmack - Under your scars (2018)
470. Breaking Benjamin - Sooner or later (2004)
469. Alice Cooper - No More Mr Nice Guy (1973)
468. Pop Evil - Trenches (2013)
467. Papa Roach - Between Angels And Insects (2000)
466. Motionless In White - Another Life (2019)
465. Black Sabbath - Fairies Wear Boots (1970)
464. Def Leppard - Rocket (1983)
463. Limp Bizkit - Take a look around (2000)
462. Avenged Sevenfold - So Far Away (2010)
461. Metallica - Fade to black (1984)
460. Taproot - Poem (2002)
459. Memphis May Fire - Heavy Is The Weight (2018)
458. Audioslave - I Am The Highway (2002)
457. I Prevail - Bow Down (2019)
456. Whitesnake - Here I Go again (1982)
455. Three Days Grace - Pain (2006)
454. Adelitas Way - Notorious (2017)
453. Ozzy Osbourne - Little dolls (1981)
452. Sevendust - Face To Face (2004)
451. Nothing More - Fade In / Fade Out (2017)
450. Iron Maiden - Wasted years (1986)
449. Linkin Park - Lying From You (2003)
448. Steelheart - I'll Never Let You Go (1990)
447. Killswitch Engage - Always (2013)
446. Aerosmith - Kings and Queens (1978)
445. Dio - We Rock (1984)
444. Volbeat - Seal the Deal (2016)
443. Metallica - Sad But True (1993)
442. Primus - Wynona's Big Brown Beaver (1995)
441. Atreyu - You Give Love A Bad Name (2004)
440. Shinedown - State of my head (2015)
439. Nonpoint - Bullet with a name (2005)
438. Cinderella - Somebody Save me (1986)
437. Bring me the Horizon - True friends (2015)
436. Ted Nugent - Stranglehold (1975)
435. Everlast - What It's Like (1998)
434. Breaking Benjamin - Red Cold River (2018)
433. Guns N Roses - You could be mine (1991)
432. Firehouse - all she wrote (1991)
431. Bad Wolves - Killing me slowly (2019)
430. Alice Cooper - Poison (1989)
429. Stabbing Westward - Save yourself (1998)
428. From Ashes to New - Crazy (2018)
427. AC/DC - High Voltage (1975)
426. Breaking Benjamin - Lights out (2009)
425. Quiet Riot - Bang your head (metal health) (1982)
424. Asking Alexandria - The violence (2019)
423. Van Halen - Ice Cream man (1978)
422. Limp Bizkit - Faith (1998)
421. Seether - Same damn live (2013)
420. Ozzy Osbourne - You can’t kill rock and roll (1981)
419. Rage Against the Machine - Bombtrack (1993)
418. Shinedown - Bully (2012)
417. Ratt - you’re in love (1985)
416. Thousand foot krutch - let the sparks fly (2012)
415. Cypress Hill - Rock superstar (2000)
414. Amity Affliction - Drag the lake (2018)
413. Motley Crue - Same Ol Situation (SOS) (1990)
412. Three days grace - Just like you (2004)
411. Beartooth - You never know (2016)
410. Korn - No place to hide (1996)
409. Dokken - Into the fire (1984)
408. AC/DC - Problem Child (1976)
407. Five finger death punch - Blue on black (2019)
406. Sick Puppies - you’re going down (2009)
405. Metallica - Seek and destroy (1983)
404. Breaking Benjamin - Failure (2015)
403. Chevelle - Jars (2009)
402. Black Sabbath - Electric Funeral (1970)
401. Atreyu - House of gold (2018)
400. Metallica - King nothing (1997)
399. AC/DC - Jailbreak (1976)
398. Godsmack - Love-hate-sex-pain (2010)
397. Shinedown - Fly from the inside (2003)
396. Van Halen - Feel your love tonight (1978)
395. Volbeat - The hangman’s body count (2013)
394. Evanescence - Bring me to life (2003)
393. Nazareth - Hair of the dog (1975)
392. Nonpoint - Misery (2014)
391. Avenged Sevenfold - Beast and the harlot (2006)
390. Iron Maiden - 2 Minutes to Midnight (1984)
389. Sevendust - Waffle (2000)
388. Guns N Roses - Out ta get me (1987)
387. Black Sabbath - Heaven and hell (1980)
386. Disturbed - The night (2008)
385. Theory of a Deadman - Rx (medicate) (2017)
384. Scorpions - Rock you like a hurricane (1984)
383. LA Guns - The ballad of jane (1989)
382. 10 Years - Novacaine (2017)
381. Black Sabbath - NIB (1970)
380. Limp Bizkit - My way (2000)
379. Like a storm - Love the way you hate me (2014)
378. Linkin Park - Somewhere I Belong (2003)
377. Falling in Reverse - Popular monster (2020)
376. Kiss - Tears are falling (1985)
375. Shinedown - Devil (2019)
374. Static-X - Push it (1999)
373. AC/DC - If you want blood you got it (1979)
372. Mark Morton/Chester Bennington - Cross off (2019)
371. Metallica - Turn the page (1998)
370. Highly Suspect - My name is human (2016)
369. Judas Priest - Turbo Lover (1986)
368. Nothing More - Let em burn (2017)
367. Three days grace - Riot (2007)
366. Beartooth - In between (2014)
365. Def Leppard - Bringin on the heartbreak (1981)
364. Disturbed - Ten thousand fists (2006)
363. Pop Evil - Walking Lions (2017)
362. Kix - Don’t close your eyes (1989)
361. Danzig - Mother (1988)
360. Red - Breathe into me (2006)
359. I Prevail - Lifelines (2016)
358. Rage against the machine - People of the sun (1996)
357. Shinedown - The crow and the butterfly (2010)
356. Kiss - Detroit Rock city (1976)
355. Poison - Talk dirty to me (1986)
354. Three days grace - The high road (2013)
353. Deftones - Back to school (2001)
352. Blue Oyster Cult - Don’t fear the reaper (1976)
351. Five finger death punch - Hard to see (2009)
350. Seether - Nobody praying for me (2015)
349. Dio - straight from the heart (1983)
348. Soundgarden - Fell on black days (1994)
347. Metallica - Fuel (1998)
346. Disturbed - The vengeful one (2016)
345. AC/DC - Moneytalks (1990)
344. Breaking Benjamin - Polyamerous (2002)
343. All that remains - What if i was nothing (2012)
342. Van Halen - Everybody Wants Some!! (1980)
341. Korn - Twisted Transistor (2005)
340. Breaking Benjamin - Never again (2016)
339. POD - Youth of the Nation (2001)
338. Foghat - Slow ride (1976)
337. Chevelle - I Get it (2008)
336. Whitesnake - Slow an easy (1984)
335. Godsmack - Bad religion (1997)
334. Papa Roach - Help (2017)
333. Pantera - Revolution is my name (2000)
332. Van Halen - Jamie’s cryin (1978)
331. Warrant - Down boys (1989)
330. Motionless in white - Disguise (2019)
329. Judas Priest - Living After midnight (1980)
328. White Zombie - Super charger heaven (1995)
327. Bon Jovi - Wanted dead or alive (1986)
326. Shinedown - Monsters (2018)
325. Aerosmith - Train kept a rollin (1974)
324. Sammy Hagar - I Can't Drive 55 (1984)
323. Saliva - Click click boom (2001)
322. AC/DC - Who Made Who (1986)
321. Beastie Boys - No Sleep till Brooklyn (1986)
320. Tool - Aenima (1996)
319. Ozzy Osbourne - Mama I'm coming home (1992)
318. Disturbed - Sound of Silence (2016)
317. Five Finger Death Punch - Never enough (2008)
316. Breaking Benjamin - Torn in Two (2018)
315. Twisted Sister - We're Not gonna take it (1984)
314. limp bizkit - break stuff (1999)
313. Hellyeah - Welcome home (2019)
312. Metallica - Wherever I May roam (1992)
311. Rage Against The Machine - Born of a Broken Man (1999)
310. I Prevail - Hurricane (2019)
309. Dio - The last in line (1984)
308. Great White - Rock me (1987)
307. Slipknot - Vermillion (2004)
306. Shinedown - Cut the Cord (2016)
305. Three Days Grace - I Hate everything about you (2003)
304. Bring Me The Horizon - Throne (2015)
303. UFO - Lights out (1977)
302. Cinderella - Shake me (1986)
301. Linkin Park - Crawling (2001)
300. Volbeat - Dead But Rising (2013)
299. Black Sabbath - Sweet Leaf (1971)
298. Papa Roach - Forever (2006)
297. Guns N Roses - Used to love her (1988)
296. AC/DC - Big gun (1993)
295. Shinedown - Enemies (2012)
294. Led Zeppelin - Rock and roll (1972)
293. Ghost - Dance Macabre (2018)
292. Audioslave - Cochise (2002)
291. Motley Crue - Primal scream (1991)
290. Ram Jam - Black Betty (1977)
289. Five Finger Death Punch - Remember everything (2009)
288. Korn - Y'All Want A Single (2003)
287. Ratt - Lay It Down (1985)
286. Breaking Benjamin - Until The End (2006)
285. Starset - My demons (2014)
284. Ozzy Osbourne - Diary of a Madman (1981)
283. Disturbed - Inside The Fire (2008)
282. Avenged Sevenfold - Welcome to the family (2010)
281. Van Halen - Dance the night away (1979)
280. Warrant - Uncle Tom’s Cabin (1990)
279. POD - Southtown (2000)
278. Thousand Foot krutch - Untraveled road (2014)
277. Scorpions - The zoo (1980)
276. Queensryche - Jet city woman (1991)
275. Nine Inch Nails - Head like a hole (1989)
274. Three Days Grace - Chalk Outline (2012)
273. Linkin Park - Papercut (2001)
272. AC/DC - Girls got rhythm (1979)
271. Whitesnake - Is This Love (1987)
270. Volbeat - Lola Montez (2013)
269. Deftones - Change (In The House Of Flies) (2000)
268. Thin Lizzy - The boys are back in town (1976)
267. Breaking Benjamin - Angels Fall (2015)
266. Papa Roach - Getting away with murder (2004)
265. Metallica - The Unforgiven (1991)
264. Motionless in White - Brand new numb (2019)
263. Slipknot - Nero Forte (2020)
262. Kiss - God Of Thunder (1975)
261. Autograph - Turn Up The Radio (1984)
260. Bullet For My Valentine - Letting You Go (2018)
259. AC/DC - Big Balls (1976)
258. Shinedown - Devour (2008)
257. Gemini Syndrome - Stardust (2013)
256. Sammy Hagar - There’s Only One Way To Rock (1982)
255. Def Leppard - Love Bites (1987)
254. Seether - Fine Again (2003)
253. Trivium - Villainy Thrives (2013)
252. Ozzy Osbourne - Suicide Solution (1980)
251. Limp Bizkit - Rearranged (1999)
250. Three Days Grace - The Good Life (2009)
249. Orgy - Blue Monday (1998)
248. Aerosmith - Last child (1976)
247. Highly Suspect - Lydia (2015)
246. AC/DC - Have A Drink On Me (1980)
245. Bon Jovi - Runaway (1984)
244. A Perfect Circle - Judith (2000)
243. Nothing more - Go to war (2017)
242. Judas Priest - Heading Out To The Highway (1981)
241. Disturbed - Indestructible (2007)
240. Avenged Sevenfold - This Means War (2013)
239. Black Sabbath - Children of the Grave (1971)
238. White Lion - Wait (1987)
237. Linkin Park - Faint (2003)
236. Beartooth - Disease (2018)
235. AC/DC - Whole Lotta Rosie (1977)
234. Marilyn Manson - Sweet Dreams (Are made of this) (1995)
233. Breaking Benjamin - Tourniquet (2018)
232. Great White - Once bitten twice shy (1989)
231. Rob Zombie - Superbeast (1999)
230. I Prevail - Stuck In Your Head (2016)
229. Pantera - This love (1992)
228. Five Finger Death Punch - Under And Over It (2011)
227. Godsmack - Serenity (2003)
226. Fire from the gods - Right now (2019)
225. Ozzy Osbourne - Shot in the dark (1986)
224. Kid Rock - Bawitdaba (1999)
223. Motley Crue - Too young to fall in love (1984)
222. Incubus - Pardon me (2000)
221. AC/DC - Rock and roll ain’t noise pollution (1981)
220. Hellyeah - Hush (2015)
219. Slaughter - Fly for the angels (1990)
218. Stone Sour - Bother (2003)
217. Damn Yankees - Coming of Age (1990)
216. Guns N' Roses - It's So Easy (1987)
215. Volbeat - Heaven nor Hell (2010)
214. Warrant - Heaven (1989)
213. Alien Ant Farm - Smooth Criminal (2001)
212. Megadeth - Symphony Of Destruction (1992)
211. Skid Row - 18 And Life (1989)
210. Chevelle - Send the Pain Below (2002)
209. Guns N' Roses - Rocket Queen (1987)
208. Beastie Boys - (You Gotta) Fight For Your Right (to Party!) (1987)
207. Kiss - Lick It Up (1983)
206. Linkin Park - Numb (2003)
205. Rainbow - Man on the Silver Mountain (1975)
204. Avenged Sevenfold - Hail To The King (2013)
203. Twisted Sister - I Wanna Rock (1984)
202. Shinedown - Sound Of Madness (2008)
201. AC/DC - Shot Down In Flames (1979)
200. Led Zeppelin - Kashmir (1975)
199. Bring Me The Horizon - Happy Song (2015)
198. Def Leppard - Hysteria (1987)
197. Metallica - One (1989)
196. Dokken - In My Dreams (1985)
195. Breaking Benjamin - Defeated (2015)
194. Scorpions - No one like you (1982)
193. Firehouse - Don't Treat Me Bad (1991)
192. Audioslave - Like a stone (2003)
191. Aerosmith - Same Old Song And Dance (1974)
190. Avenged Sevenfold - Buried Alive (2011)
189. Alice In Chains - Rooster (1992)
188. Three Days Grace - Never Too Late (2007)
187. Cinderella - Nobody's Fool (1986)
186. Bullet For My Valentine - Your Betrayal (2010)
185. Metallica - Nothing Else Matters (1992)
184. Guns N' Roses - My Michelle (1987)
183. Van Halen - Eruption/You Really got me (1978)
182. Five Finger Death Punch - Far From Home (2010)
181. Marilyn Manson - The Beautiful People (1996)
180. Sammy Hagar - Heavy Metal (1981)
179. Parkway Drive - Vice Grip (2015)
178. Limp Bizkit - Rollin' (Air Raid Vehicle) (2000)
177. Megadeth - Holy Wars...The Punishment Due (1990)
176. Starset - Monster (2016)
175. Ozzy Osbourne - Shot in the dark (1986) Repeat
174. Tesla - Modern Day Cowboy (1987)
173. Slipknot - Wait And Bleed (1999)
172. Asking Alexandria - Alone In A Room (2018)
171. Cult - Fire Woman (1989)
170. System Of A Down - Spiders (1999)
169. Warrant - Cherry Pie (1990)
168. Breaking Benjamin - Blow me Away (2004)
167. Van Halen - Unchained (1981)
166. Disturbed - Stupify (2000)
165. Poison - Every Rose Has Its Thorn (1988)
164. Stone Sour - Say You'll Haunt Me (2010)
163. Avenged Sevenfold - Almost Easy (2007)
162. AC/DC - TNT (1976)
161. Def Leppard - Animal (1987)
160. Volbeat - A Warrior's Call (2011)
159. Ozzy Osbourne - No more tears (1991)
158. Slaughter - Up All Night (1990)
157. Bad Wolves - Remember when (2018)
156. Shinedown - Second Chance (2008)
155. Great White - Save Your Love (1987)
154. Breaking Benjamin - So Cold (2004)
153. AC/DC - Shoot to thrill (1980)
152. Metallica - Am I Evil (1984)
151. I Prevail - Breaking down (2019)
150. Winger - Seventeen (1988)
149. Avenged Sevenfold - Afterlife (2008)
148. Guns N Roses - Mr Brownstone (1987)
147. Five Finger Death Punch - Coming Down (2011)
146. Korn - Shoots And Ladders (1994)
145. Godsmack - Awake (2000)
144. Aerosmith - Back in the saddle (1977)
143. Kiss - Heaven’s on fire (1984)
142. Fozzy - Judas (2017)
141. Disturbed - Stricken (2005)
140. Ozzy Osbourne - I Don't Know (1980)
139. Slipknot - The devil in I (2014)
138. Mudvayne - Dig (2001)
137. Motley Crue - Girls Girls Girls (1987)
136. Chevelle - The red (2002)
135. Van Halen - And the cradle will rock (1980)
134. Trivium - Until the world goes cold (2015)
133. System of a Down - Sugar (1998)
132. AC/DC - Thunderstruck (1990)
131. Led Zeppelin - Good times bad times (1969)
130. Breaking Benjamin - Breath (2006)
129. Quiet Riot - Cum on feel the noize (1983)
128. Rainbow - Long live rock n roll (1978)
127. Rammstein - Du Hast (1997)
126. Hellyeah - Love falls (2016)
125. Beastie Boys - Sabotage (1994)
124. Whitesnake - Still Of The Night (1987)
123. AC/DC - Dirty Deeds Done Dirt Cheap (1976)
122. Shinedown - 45 (2003)
121. Halestorm - Love Bites (So Do I) (2012)
120. Metallica - For Whom The Bell Tolls (1985)
119. Bullet For My Valentine - Tears Don't Fall (2005)
118. Papa Roach - Gravity (2015)
117. White Zombie - Thunder Kiss '65 (1992)
116. Ozzy Osbourne - Mr. Crowley (1980)
115. Alice in Chains - Them Bones (1992)
114. Five Finger Death Punch - The pride (2012)
113. Slipknot - Before I Forget (2005)
112. Def Leppard - Foolin (1983)
111. Stone Sour - Song #3 (2017)
110. Iron Maiden - The trooper (1983)
109. Avenged Sevenfold - Bat country (2005)
108. Disturbed - The Animal (2010)
107. Van Halen - Ain't Talkin Bout love (1978)
106. Staind - Mudshovel (1999)
105. Three Days Grace - Animal I Have become (2006)
104. Soundgarden - Spoonman (1994)
103. Five Finger Death Punch/Rob Halford - Lift me up (2013)
102. Rob Zombie - Dragula (1998)
101. Ozzy Osbourne - Bark at the moon (1983)
100. Korn - Coming undone (2006)
99. Skid Row - I Remember you (1989)
98. Rage Against The Machine - Guerrilla Radio (1999)
97. Godsmack - When Legends rise (2018)
96. iron maiden - Hallowed be thy name (1983)
95. System of a Down - BYOB (2005)
94. Nothing More - Jenny (2015)
93. Led Zeppelin - Black Dog (1971)
92. Stone Sour - Through the glass (2007)
91. AC/DC - For Those About to rock (We Salute You) (1982)
90. Tesla - Love Song (1989)
89. Aerosmith - mama kin (1973)
88. Breaking Benjamin - The Diary Of Jane (2006) repeat
87. Dio - Rainbow in the dark (1983)
86. Thrice - Black honey (2016)
85. Linkin Park - given up (2008)
84. Black Sabbath - War Pigs (1970)
83. Soundgarden - Rusty Cage (1991)
82. Rage Against The Machine - Sleep now in the fire (1999)
81. Guns N Roses - Nightrain (1992)
80. Slipknot - Unsainted (2019)
79. Motley Crue - wildside (1987)
78. System of a down - Aerials (2001)
77. Ozzy Osbourne - Flying high again (1981)
76. Tool - 46 and 2 (1998)
75. Five finger death punch - Wash it all away (2015)
74. Def Leppard - Rock of Ages (1983)
73. Pantera - Cowboys from Hell (1990)
72. Drowning Pool - Bodies (2001)
71. Bad Wolves - Zombie (2018)
70. AC/DC - Hells Bells (1980)
69. Poison - Fallen Angel (1988)
68. Filter - Hey Man Nice Shot (1995)
67. Faith No more - Epic (1990)
66. Ozzy Osbourne - Over the mountain (1981)
65. Trivium - The heart from your hate (2017)
64. Ratt - Round and round (1984)
63. Linkin Park - One step closer (2000)
62. Van Halen - Runnin with the devil (1978)
61. Stone sour - Tired (2013)
60. Motley Crue - Dr Feelgood (1989)
59. Rage against the machine - Testify (1999)
58. Five finger death punch - Bad company (2009)
57. Alice in Chains - Would? (1992)
56. Korn - Blind (1994)
55. Deep Purple - Smoke on the water (1973)
54. Kiss - I Was made for lovin you (1979)
53. Rush - Tom Sawyer (1981)
52. Tool - Sober (1993)
51. Judas Priest - You've Got Another Thing Coming (1982)
50. Def Leppard - Photograph (1983)
49. Skid Row - Youth Gone Wild (1989)
48. Avenged Sevenfold - Nightmare (2010)
47. System of a Down - Toxicity (2001)
46. Godsmack - Bulletproof (2018)
45. AC/DC - You Shook Me All Night Long (1980)
44. Powerman 5000 - When Worlds Collide (1999)
43. Nothing More - This Is The Time (Ballast) (2014)
42. Dio - Holy Diver (1983)
41. Five Finger Death Punch - Wrong Side of Heaven (2014)
40. Korn - Freak on a Leash (1999)
39. Scorpions - Rock You Like a Hurricane (1984) repeat
38. Van Halen - Hot for Teacher (1984)
37. Guns and Roses - Paradise City (1989)
36. Rage Against the Machine - Killing In The Name (1992)
35. Def Leppard - Pour Some Sugar on Me (1987)
34. AC/DC - Highway to Hell (1979)
33. Stone Temple Pilots - Sex Type Thing (1993)
32. Tool - Schism (2001)
31. Metallica - Master of Puppets (1986)
30. KISS - Rock and Roll All Night (1975)
29. Motley Crüe - Kickstart My Heart (1989)
28. Papa Roach - Last Resort (2000)
27. Slipknot - Duality (2004)
26. Black Sabbath - Iron Man (1971)
25. Soundgarden - Outshined (1991)
24. Godsmack - I Stand alone (2002)
23. Bon Jovi - Livin on a prayer (1986)
22. Guns N Roses - Sweet Child O Mine (1988)
21. Pantera - Walk (1993)
20. Disturbed - Down with the sickness (2000)
19. Motorhead - Ace of Spades (1980)
18. Alice in Chains - Man in the box (1991)
17. Van Halen - Panama (1985)
16. Led Zeppelin - Whole Lotta Love (1969)
15. System Of A Down - Chop Suey! (2001)
14. Judas Priest - Breaking the law (1980)
13. Iron Maiden - Run to the hills (1982)
12. Rage Against The Machine - Bulls on Parade (1996)
11. Aerosmith - Walk This Way (1975)
10. The Who - Won't Get Fooled Again (1971)
9. Nine Inch Nails - Closer (1994)
8. Nirvana - Smells Like Teen Spirit (1991)
7. Ozzy Osbourne - Crazy Train (1980)
6. Led Zeppelin - Immigrant Song (1970)
5. Black Sabbath - Paranoid (1970)
4. Linkin Park - In The End (2002)
3. Guns N' Roses - Welcome to the Jungle (1987)
2. Metallica - Enter Sandman (1991)
1. AC/DC - Back In Black (1980)Embed"
