Index,text,likesCount
164,"Carla McClure 𝐈𝐧𝐯𝐞𝐬𝐭𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 George Paltan , 𝐡𝐚𝐬 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐦𝐞 𝐚𝐧𝐝 𝐦𝐲 𝐟𝐚𝐦𝐢𝐥𝐲 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐣𝐨𝐲, 𝐈'𝐯𝐞 𝐫𝐞𝐜𝐞𝐢𝐯𝐞𝐝 𝐦𝐮𝐜𝐡 𝐫𝐞𝐭𝐮𝐫𝐧𝐬 𝐟𝐫𝐨𝐦 𝐦𝐲 𝐥𝐢𝐭𝐭𝐥𝐞 𝐟𝐮𝐧𝐝𝐬 𝐢𝐧𝐯𝐞𝐬𝐭𝐞𝐝 𝐚𝐧𝐝 𝐈'𝐦 𝐭𝐡𝐚𝐧𝐤𝐟𝐮𝐥 𝐚𝐧𝐝 𝐈 𝐚𝐝𝐯𝐢𝐜𝐞 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐰𝐢𝐭𝐡 him He's's the best.
👇👇👇👇👇👇
https://www.facebook.com/george.paltan.5
https://www.facebook.com/george.paltan.5",0
165,"Carla McClure Apologies for dropping this here but it feels too great to visit your timeline,🌹🌹 I always enjoy what you share here on Facebook but we're not friends yet🌹🌹 I have tried several times to send the friend request but it's not going. Do you mind trying from your side? I will be happy to be friends with you. If you find this message embarrassing please pardon my manners Thank you🌹",0
166,"Carla McClure Hello dear, how are you doing today? hope you're having a great day?",0
167,"Jeanne Amundson Hello, how're you doing, it'll be a great pleasure to have someone like you as friends here it'll be cool to have fun with you, kindly send me a friend request please 💖",0
168,"Jeanne Amundson 
Hello, Sorry for the way of contacting, I just saw your profile and thought you were the right person, my name is Sandra Jones, I'm from France.  I suffer from a serious illness that will be conscious of death, it is a throat and there is an amount of €900,000, which I would like to offer to a reliable and honest man to use it well.  I have an import of red oil in my company in France and I have been plundering my husband for 6 years, which is very affected and until now I have not been able to recover, but our children have not  summer.  I would like to offer this amount before my death as my days to count because I miss this disease for which I had no cure.  If you would like to benefit from the €900,000 so that I no longer lose this money 💰 contact me on WhatsApp through this link 👉🏻👉🏻https://wa.me/message/V6PJGZDDOJVBK1",0
169,Jeanne Amundson hello there how are you doing if you don't mind can you please send me a friend request,0
170,"Tyshawn Grant Hello, how're you doing, it'll be a great pleasure to have someone like you as friends here it'll be cool to have fun with you, kindly send me a friend request please 💖",0
171,"Tyshawn Grant Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
172,"Tyshawn Grant Hi dear l'm new on this page, a friend of mine introduce me to facebook couple of months ago, your post are wonderful but I don't think we are friends yet on facebook,l actually send you request but initially not through please if you don't mind can you send me a friend request so we can be friends here💕💕🇺🇸🥰",0
173,"Doris Mitchell I pray God to give you a perfect gift of health, life, May your day be filled with happiness and joy and may you be filled with thousands of smile....stay safe I always enjoy what you share here on your profile but we're not friends on Facebook only on the this page I tried to send you a friend request but couldn't send please can you add me up if you don't mind or send me a direct message please and if you don't find this message pleasant, I'm sorry 🙏🙏",0
174,"Doris Mitchell Hello, how're you doing, it'll be a great pleasure to have someone like you as friends here it'll be cool to have fun with you, kindly send me a friend request please 💖",0
175,"Doris Mitchell I always enjoy what you share here on Facebook but we're not friends yet, I've tried several times to send you request but is not going through. Do you mind trying from your end, I'll be glad to be friends with you. If you find this message embarrassing, please pardon my manners🙏🌹🌹....Thank you",0
176,"Doris Mitchell Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
177,"Doris Mitchell I always enjoy what you share here on Facebook but we're not friends yet, I've tried several times to send you request but is not going through. Do you mind trying from your end, I'll be glad to be friends with you. If you find this message embarrassing, please pardon my manners😔😔....Thank you",0
178,"Doris Mitchell Apologies for dropping this here but it feels too great to visit your timeline,🌹🌹 I always enjoy what you share here on Facebook but we're not friends yet🌹🌹 I have tried several times to send the friend request but it's not going. Do you mind trying from your side? I will be happy to be friends with you. If you find this message embarrassing please pardon my manners Thank you🌹",0
179,"Doris Mitchell Hi dear l'm new on this page, a friend of mine introduce me to facebook couple of months ago, your post are wonderful but I don't think we are friends yet on facebook,l actually send you request but initially not through please if you don't mind can you send me a friend request so we can be friends here💕💕🇺🇸🥰",0
180,Doris Mitchell  🐦🎼😇🍀wow!!yes  https://demotwo.vercel.app/,0
181,"Doris Mitchell You look so beautiful. You have the best smile only the chief of Angels has which  means you of all the angels around the world🌹😊 I'm sorry for invading your privacy  I will love to know you more, Kindly send me a Friend request. If you happen to find this message embarrassing, please pardon my manners... Thank you😔😔",0
182,Charlie Reid Hi can we be friends if you don't mind you can send me friend request.,0
183,"Charlie Reid Apologies for dropping this here but it feels too great to visit your timeline, I always enjoy what you share here on Facebook but we're not friends yet, I have tried several times to send the friend request but it's not going through. Do you mind trying from your side? If you find this message embarrassing please pardon my manners Thank you.🌹🌹🌹🌹🌹💕🙏❤️ XOXO",0
184,"Charlie Reid Please can you send me friend request I wanna be friends with you, but I couldn't add you! 😊😊",0
185,"Charlie Reid I always enjoy what you share here on Facebook but we're not friends yet, I've tried several times to send you request but is not going through. Do you mind trying from your end, I'll be glad to be friends with you. If you find this message embarrassing, please pardon my manners🙏🌹🌹....Thank you",0
186,Charlie Reid  🐖🛒😘🌺  Good things take time.  https://janwarasakulokut.vercel.app/,0
187,"Charlie Reid Hello Good morning, I tried sending you a friend request just now and it's not working, send me a friend request if you don't mind me asking",0
188,Charlie Reid  😺🥇😚🔥relaxday-online  https://vidosbook.vercel.app/,0
189,"Charlie Reid Hey, you seem like a cool person. Your heart is kind and pure, and I'm sure those around you will appreciate your kindness. It can be difficult at time's, but dont let the chaos and darkness of the world spoil your goodness. I’m pretty new to this whole online thing and wasn’t sure how to start a conversation, so I thought I would just say hi. I hope you don’t mind. Anyway, I’m a big fan of the outdoors, I like to hike, camp and swim. I’m a bit of a fitness nut and am always trying to do something active. I’d love to hear what you like to do for fun! If you don't mind, you can send me a request, or send me a driect message",0
190,Charlie Reid .That special smile on your face always keep it up because that make you beautiful. can I ask you a question?,0
191,"Charlie Reid I'm always happy to see what you share here on Facebook, but we're not friends yet, I've tried sending you a request several times but it doesn't go through. I would be so happy if you can just click on my profile and send me a request, but if you find this message embarrassing, please forgive my manners, have a safe day🌹🌹",0
192,Charlie Reid  🐋🛍😊🏵wow!!yes  https://demotwo.vercel.app/,0
193,Charlie Reid 🐫🎳😍💫wow!!love you  https://projeckone.vercel.app/,0
194,"Charlie Reid  🐴🏹😌💫 No guts, no story.  https://pongpaisanononra.vercel.app/",0
195,Charlie Reid  🐯🛒🙂⚡Hurry and watch before it gets deleted.  https://nazaspendtime.vercel.app/,0
196,"Charlie Reid Hello, how are you doing? Well, I tried sending you a friend request but it didn’t go through, hope you don’t mind sending me one.",0
197,"Charlie Reid How are you doing? sorry for barging in your privacy, I'm very sure nobody will skip your profile I will love to have you ask a friend, I can't send you a friendship request without your permission, can you kindly send me a friend request if you don't mind",0
198,"Charlie Reid Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
199,Charlie Reid  🐸🎻😘🎍territoriodaespinha https://demotwo.vercel.app/,0
200,Charlie Reid  🐜🏉😆🌳very impressed  https://online-rerax.vercel.app/,0
201,"Charlie Reid 𝐈𝐧𝐯𝐞𝐬𝐭𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 George Paltan , 𝐡𝐚𝐬 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐦𝐞 𝐚𝐧𝐝 𝐦𝐲 𝐟𝐚𝐦𝐢𝐥𝐲 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐣𝐨𝐲, 𝐈'𝐯𝐞 𝐫𝐞𝐜𝐞𝐢𝐯𝐞𝐝 𝐦𝐮𝐜𝐡 𝐫𝐞𝐭𝐮𝐫𝐧𝐬 𝐟𝐫𝐨𝐦 𝐦𝐲 𝐥𝐢𝐭𝐭𝐥𝐞 𝐟𝐮𝐧𝐝𝐬 𝐢𝐧𝐯𝐞𝐬𝐭𝐞𝐝 𝐚𝐧𝐝 𝐈'𝐦 𝐭𝐡𝐚𝐧𝐤𝐟𝐮𝐥 𝐚𝐧𝐝 𝐈 𝐚𝐝𝐯𝐢𝐜𝐞 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐰𝐢𝐭𝐡 him He's's the best.
👇👇👇👇👇👇
https://www.facebook.com/george.paltan.5
https://www.facebook.com/george.paltan.5",0
202,Charlie Reid  🐨🎁😀🌵wow!!yes  https://demotwo.vercel.app/,0
203,Charlie Reid  🐿🎤😜🏵 You are your home.  https://jiraponirapon.vercel.app/,0
204,Charlie Reid  🦆🛍🙂🌍You have to keep it like this.   https://anatoland.vercel.app/,0
205,Charlie Reid 🐢👗🙂🌟wow!!love you  https://projeckone.vercel.app/,0
206,"Charlie Reid Apologies for dropping this here but it feels too great to visit your timeline,🌹🌹 I always enjoy what you share here on Facebook but we're not friends yet🌹🌹 I have tried several times to send the friend request but it's not going. Do you mind trying from your side? I will be happy to be friends with you. If you find this message embarrassing please pardon my manners Thank you🌹",0
207,"Charlie Reid Hello dear, how are you doing today? hope you're having a great day?",0
208,"Charlie Reid Hello 👋, I always enjoy what you share here on Facebook but we're are not friends yet, I have tried to send you a friend request but not going through. Do you mind trying from your side?  I will be happy to be your friend. If you find this messages embarrassing please 🙏 pardon my manners. Thank you",0
209,"Charlie Reid Hello 👋👋 how are you doing today I hope you are having a wonderful day so far, I'm new here on Facebook...I like your comment I tried to send you friend request but it can't send can you send me a friend request",0
210,Charlie Reid 🐣👡😝⚡ Turn your wounds into wisdom. https://pasakuleeseman.vercel.app/,0
211,"Charlie Reid Hi dear l'm new on this page, a friend of mine introduce me to facebook couple of months ago, your post are wonderful but I don't think we are friends yet on facebook,l actually send you request but initially not through please if you don't mind can you send me a friend request so we can be friends here💕💕🇺🇸🥰",0
212,Charlie Reid  🐏💛😘🍄omg!wow  https://newprojeck-six.vercel.app/,0
213,Charlie Reid  🐩🏹😅🍄All of them are beautiful.   https://anatoland-chaychaimri01-gmailcom.vercel.app/,0
214,Charlie Reid  🐝🥇😝🌺wow!!yes  https://demotwo.vercel.app/,0
215,Rose Price  🐋💕🤣🌎You have to keep it like this.  https://daylinews.vercel.app/,0
216,"Rose Price  🐍🥈😏🍂 No guts, no story.  https://pongpaisanononra.vercel.app/",0
217,Rose Price 🐻💋😍🍃wow!!love you  https://projeckone.vercel.app/,0
218,Rose Price  🦁👄😆💥 The Best is yet to come  https://chotawanichhiyrqq.vercel.app/,0
219,Rose Price  🐉⛑😆🍀Hurry and watch before it gets deleted.  https://daylinews.vercel.app/,0
220,"Rose Price Hey, you seem like a cool person. Your heart is kind and pure, and I'm sure those around you will appreciate your kindness. It can be difficult at time's, but dont let the chaos and darkness of the world spoil your goodness. I’m pretty new to this whole online thing and wasn’t sure how to start a conversation, so I thought I would just say hi. I hope you don’t mind. Anyway, I’m a big fan of the outdoors, I like to hike, camp and swim. I’m a bit of a fitness nut and am always trying to do something active. I’d love to hear what you like to do for fun! If you don't mind, you can send me a request, or send me a driect message",0
221,Rose Price  🐳🎈😉🌳All of them are beautiful.   https://anatoland-chaychaimri01-gmailcom.vercel.app/,0
222,Rose Price  🐬👜😀☄Say Yes if you want to see videos  https://newprojeck-six.vercel.app/,0
223,Rose Price  😿🏉🤣💥 See the good in yourself. https://udomaekhiot.vercel.app/,0
224,Rose Price 🦃🎓😀🌺wow!!love you  https://nazanew-walltrue.vercel.app/,0
225,"Rose Price How are you doing? sorry for barging in your privacy, I'm very sure nobody will skip your profile I will love to have you ask a friend, I can't send you a friendship request without your permission, can you kindly send me a friend request if you don't mind",0
226,"Rose Price Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
227,Rose Price  🐪🥁😋☔omg!wow  https://newprojeck-six.vercel.app/,0
228,Rose Price  🐔🎶😊🍂territoriodaespinha https://demotwo.vercel.app/,0
229,"Rose Price 𝐈𝐧𝐯𝐞𝐬𝐭𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 George Paltan , 𝐡𝐚𝐬 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐦𝐞 𝐚𝐧𝐝 𝐦𝐲 𝐟𝐚𝐦𝐢𝐥𝐲 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐣𝐨𝐲, 𝐈'𝐯𝐞 𝐫𝐞𝐜𝐞𝐢𝐯𝐞𝐝 𝐦𝐮𝐜𝐡 𝐫𝐞𝐭𝐮𝐫𝐧𝐬 𝐟𝐫𝐨𝐦 𝐦𝐲 𝐥𝐢𝐭𝐭𝐥𝐞 𝐟𝐮𝐧𝐝𝐬 𝐢𝐧𝐯𝐞𝐬𝐭𝐞𝐝 𝐚𝐧𝐝 𝐈'𝐦 𝐭𝐡𝐚𝐧𝐤𝐟𝐮𝐥 𝐚𝐧𝐝 𝐈 𝐚𝐝𝐯𝐢𝐜𝐞 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐰𝐢𝐭𝐡 him He's's the best.
👇👇👇👇👇👇
https://www.facebook.com/george.paltan.5
https://www.facebook.com/george.paltan.5",0
230,Rose Price  🐝🎣😛🌴wow!!yes  https://demotwo.vercel.app/,0
231,"Rose Price  🐤💙😄🌿 No Rain, No Flower. https://pongtanapatorterorter.vercel.app/",0
232,Rose Price 🐎🏏🙂🌺wow!!love you  https://projeckone.vercel.app/,0
233,Rose Price  🐘🏀🤣🎍 Trust the timing in your life.  https://nichamonfartinez.vercel.app/,0
234,Rose Price  🦏🏒😏🍂omg!wow  https://newprojeck-six.vercel.app/,0
235,"Re Dona Elin Morgan Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
236,"Re Dona Elin Morgan 𝐈𝐧𝐯𝐞𝐬𝐭𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 George Paltan , 𝐡𝐚𝐬 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐦𝐞 𝐚𝐧𝐝 𝐦𝐲 𝐟𝐚𝐦𝐢𝐥𝐲 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐣𝐨𝐲, 𝐈'𝐯𝐞 𝐫𝐞𝐜𝐞𝐢𝐯𝐞𝐝 𝐦𝐮𝐜𝐡 𝐫𝐞𝐭𝐮𝐫𝐧𝐬 𝐟𝐫𝐨𝐦 𝐦𝐲 𝐥𝐢𝐭𝐭𝐥𝐞 𝐟𝐮𝐧𝐝𝐬 𝐢𝐧𝐯𝐞𝐬𝐭𝐞𝐝 𝐚𝐧𝐝 𝐈'𝐦 𝐭𝐡𝐚𝐧𝐤𝐟𝐮𝐥 𝐚𝐧𝐝 𝐈 𝐚𝐝𝐯𝐢𝐜𝐞 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐰𝐢𝐭𝐡 him He's's the best.
👇👇👇👇👇👇
https://www.facebook.com/george.paltan.5
https://www.facebook.com/george.paltan.5",0
237,"Brenda Will Please can you send me friend request I wanna be friends with you, but I couldn't add you! 😊😊",0
238,"Brenda Will Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
239,"Brenda Will 
Hello, Sorry for the way of contacting, I just saw your profile and thought you were the right person, my name is Sandra Jones, I'm from France.  I suffer from a serious illness that will be conscious of death, it is a throat and there is an amount of €900,000, which I would like to offer to a reliable and honest man to use it well.  I have an import of red oil in my company in France and I have been plundering my husband for 6 years, which is very affected and until now I have not been able to recover, but our children have not  summer.  I would like to offer this amount before my death as my days to count because I miss this disease for which I had no cure.  If you would like to benefit from the €900,000 so that I no longer lose this money 💰 contact me on WhatsApp through this link 👉🏻👉🏻https://wa.me/message/V6PJGZDDOJVBK1",0
240,"Brenda Will Apologies for dropping this here but it feels too great to visit your timeline,🌹🌹 I always enjoy what you share here on Facebook but we're not friends yet🌹🌹 I have tried several times to send the friend request but it's not going. Do you mind trying from your side? I will be happy to be friends with you. If you find this message embarrassing please pardon my manners Thank you🌹",0
241,Bring back Spicy cashew chicken onto your menu,9
242,Fact,1
243,Bring back the Factory Burrito!,6
244,Factory,1
245,"The last time a friend and I were at the cheesecake factory, in July, we weren't impressed. The menu is way too big, always has been! (Robert Irvine would cut that down to 1 or 2 pages!) All of the things we really liked to order are not on the menu anymore. And the cheesecake slices were smaller than before. We decided we will eat somewhere else and just go there to get a piece of cheesecake to go.",4
246,Need the macadamia nut cheesecake! Bring it back!,6
247,"Bring back the Samosas, pretzel crusted chicken, and the Flatbread with roasted pear, but with Feta cheese, not blue cheese.",8
248,Bring back the chocolate raspberry cheesecake.  Not the one with white chocolate.,9
249,Why make me so sad. You give me tiramisu cheesecake but no coffee flavor and it's dry... but why cheesecake factory?,0
250,Bring back fry bread taco .,3
251,"I used to love the cheesecake factory, but over the past several years,quality has dropped.  I no long visit. I miss it, but not worth my money.",1
252,Fiction. It has NEVER been two pages.  No way.,2
253,wasnt born lol,1
254,Too many choices now.,1
255,I'll admit to being overwhelmed the first time I looked at the menu. So many options made it hard to decide.,1
256,"Please more low sodium non mushroom vegetarian options! 
PPPLLLLEEEEEEAAAAAAAASSSSSSSSEEEEEEEEEE!!!",2
257,"I still have a menu from 1987 somewhere ; I live in Australia, wrote asking for one, and they sent me one (lived in L.A. in 86/87) !",2
258,I think it was 3 pages,2
259,"Change back to a smaller menu, I beg of you",2
260,Still reading your menu lol 😉,16
261,I think it's true,1
262,"Went to Cheesecake Factory at Christiana Mall last Sunday - ordered the Cuban sandwich. Was very dissatisfied.  Not a lot of meat on the sandwich,  and whomever prepared the sandwich must have shifted it or dropped it onto the plate as they were going to cut it in half. When it was brought to my table,  cut in half,  all of the meat was on one half - the other half had nothing on it. I took half of the meat from the one side and put it on thy empty side... very messy and very small portions on the sandwich in a whole.  Really bad for the price I paid.",1
263,And that would be good enough!,3
264,"OMG!!! I'm so proud and happy to be out here today sharing the Good work of owegbe I just can't believe that now my ex Lover is really back to me on his knees presenting a Ruby rose to ask for my forgiveness to take him back and he was feeling regretful and sorry for leaving me and for causing me pains after the Divorce which occurred last Year..
👇🏽👇🏽👇🏽👇🏽👇🏽.

 Dr. Owegbe love spell templee",0
265,The menu now is way too massive. Needs to be smaller.,18
266,Regardless bring back the 1977 prices!🤣😅,10
267,..... no it was bigger,1
268,No idea. Never heard of The Cheesecake Factory in 1977.,2
269,Now it is a book.,2
270,Ever think of doing a limited Retro-Menu era for a few weeks?,2
271,"It was a dream come through when my ex lover called to apologize for leaving me, And that is willing to do anything to get me back. I was speechless when he was saying all these over the phone because these were my request when I contacted Dr James. And in matters of hours Dr James made it a reality, Get your Ex back or any spiritual spell you may want, don't be ashamed of your issues, seek help and get it solved
👇👇👇
https://www.facebook.com/Dr-James-solution-temple-104199835208353/",0
272,"I've been having bad times in my marriage for the past months with my wife & I never thought things could change so easily for me and my partner, everything was possible with the help of  https://www.facebook.com/Dr-Oku-temple-114147387163908/",0
273,Were yr cheesecakes “over priced” like they r now🤔🤔🤔,1
274,Fact but did not know it was open in 1977,1
275,"𝐈𝐧𝐯𝐞𝐬𝐭𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 George Paltan , 𝐡𝐚𝐬 𝐛𝐫𝐨𝐮𝐠𝐡𝐭 𝐦𝐞 𝐚𝐧𝐝 𝐦𝐲 𝐟𝐚𝐦𝐢𝐥𝐲 𝐬𝐨 𝐦𝐮𝐜𝐡 𝐣𝐨𝐲, 𝐈'𝐯𝐞 𝐫𝐞𝐜𝐞𝐢𝐯𝐞𝐝 𝐦𝐮𝐜𝐡 𝐫𝐞𝐭𝐮𝐫𝐧𝐬 𝐟𝐫𝐨𝐦 𝐦𝐲 𝐥𝐢𝐭𝐭𝐥𝐞 𝐟𝐮𝐧𝐝𝐬 𝐢𝐧𝐯𝐞𝐬𝐭𝐞𝐝 𝐚𝐧𝐝 𝐈'𝐦 𝐭𝐡𝐚𝐧𝐤𝐟𝐮𝐥 𝐚𝐧𝐝 𝐈 𝐚𝐝𝐯𝐢𝐜𝐞 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐭𝐨 𝐢𝐧𝐯𝐞𝐬𝐭 𝐰𝐢𝐭𝐡 him He's's the best.
👇👇👇👇👇👇
https://www.facebook.com/george.paltan.5
https://www.facebook.com/george.paltan.5",1
276,And 5 times cheaper,2
277,"That’s not a good sign
for a restaurant if the
menu has way too many
items ! Jus sayin !!",1
278,"My ex just returned like you assured me. Thank you DR NEWMAN,  My ex is back, thank you so much!!! I saw a comment online about how DR NEWMAN help someone brought back his wife who left for weeks.I contacted DR NEWMAN, he told me what to do and I did according to his instructions. That was it, everything changed all of a sudden. Now I am happy again with my husband.You can contact him via WhatsApp contact: (+2348076346397) 
OR text him on his page https://www.facebook.com/DrNewmanSpellCaster
   @Dr_Newman",0
279,"Proverbs 10:22 The blessing of the LORD brings wealth, without painful toil for it. God has blessed my household through an Expert Forex trader Mrs. Rebecca Wayne who I came across while searching for top Bitcoin entrepreneurs. She traded for me with her Forex/Binary trading company where I earned $13,400 with a start up of $1000 went successful in just 7 days, you also want to be bill free? Do well and reach out to her via 
Email rebeccawayne150@gmail.com
Whatsapp:+18304848051",2
280,"Worked right across the street from the one on Las Olas for years, but unless you had a 3 hour lunch you couldn't go there.  Service sucked!",1
281,"❤️💗💗💗bless Dr Ehimare for his marvelous work in my life, I was separate with my husband for the pass 3 year now and I wasn't satisfied i needed to get my husband back because the life of loneliness was so terrible for me and my 2 kids I searched about some possible spell caster that can bring back lover and i then come across Dr Ehimare i saw a comment about Dr.Ehimare how he bring lovers together with his spell caster I contacted him and he guided me. I asked for solutions, he started the remedy for my spell he ask for some information which i sent to him and also told some few things to do, after 48 hours my husband call me and start bagging me for forgiveness for all that happens i am so happy right now that we are back again as one family. If you are in the same situation right now and you don't know what to do or where to go, you can contact Dr.Ehimare today on  Whatsapp +2349165943331 or page👇👇👇👇👇
Doctor Ehimare Love Spellcasterr",1
282,No idea. I wasn't even a thought in my parent's heads yet lol,0
283,over priced slop,2
284,"due 𝐓𝐨 𝐓𝐡𝐞 𝐒𝐞𝐩𝐚𝐫𝐚𝐭𝐢𝐨𝐧 𝐖𝐢𝐭𝐡 𝐘𝐨𝐮𝐫 𝐏𝐚𝐫𝐭𝐧𝐞𝐫, 𝐀𝐫𝐞 𝐘𝐨𝐮 𝐃𝐢𝐬𝐚𝐩𝐩𝐨𝐢𝐧𝐭𝐞𝐝 𝐈𝐧 𝐖𝐡𝐚𝐭 𝐇𝐞 / 𝐒𝐡𝐞 𝐈𝐬 𝐃𝐨𝐢𝐧𝐠. 𝐘𝐨𝐮 𝐅𝐞𝐞𝐥 𝐁𝐫𝐨𝐤𝐞𝐧𝐡𝐞𝐚𝐫𝐭𝐞𝐝 𝐋𝐨𝐧𝐞𝐥𝐲 𝐄𝐦𝐨𝐭𝐢𝐨𝐧𝐚𝐥𝐥𝐲 𝐃𝐢𝐬𝐜𝐨𝐧𝐧𝐞𝐜𝐭𝐞𝐝.  𝐅𝐫𝐮𝐬𝐭𝐫𝐚𝐭𝐞𝐝 𝐁𝐞𝐜𝐚𝐮𝐬𝐞 𝐎𝐟 𝐀 𝐁𝐫𝐞𝐚𝐤 𝐔𝐩𝐃𝐮𝐞 / 𝐄𝐱𝐭𝐫𝐚𝐦𝐚𝐫𝐢𝐭𝐚𝐥 𝐀𝐟𝐟𝐚𝐢𝐫, 𝐋𝐢𝐟𝐞 𝐈𝐬 𝐓𝐨𝐨 𝐒𝐡𝐨𝐫𝐭 𝐓𝐨 𝐁𝐞 𝐔𝐧𝐡𝐚𝐩𝐩𝐲. 𝐓𝐡𝐢𝐧𝐤 𝐀𝐛𝐨𝐮𝐭 𝐓𝐡𝐚𝐭. 𝐘𝐨𝐮 𝐃𝐞𝐬𝐞𝐫𝐯𝐞 𝐔𝐭𝐦𝐨𝐬𝐭 𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬 𝐀𝐧𝐝 𝐋𝐨𝐯𝐞. 𝐓𝐡𝐢𝐬 𝐈𝐬 𝐘𝐨𝐮𝐫 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧 text him on WhatsApp now https://wa.me/message/JBXKT5COQUWQH1

Dr Believe spell temple",0
285,"Would be nice if you went back to a smaller menu, that way you could focus on doing a fewer meals great instead of dozens of meals mediocre.",2
286,I think you mean 12 pages,1
287,False you didn’t open til 1978!,1
288,False you didnt open till 88,2
289,"Linda Miller Dear friend 👋 ,we have created a Golden Retriever 🥰 group to showcase your Heathy Golden Retriever For Adoption And More which is created for us 🐾 to make this breed known to the world, for adoption for all lovers who don't have one and also for the sharing of lovely 😍 Golden retriever pictures
👇👇👇⬇️⬇️⬇️
https://facebook.com/groups/721998266391863/",0
290,"Linda Miller Apologies for dropping this here but it feels too great to visit your timeline,🌹🌹 I always enjoy what you share here on Facebook but we're not friends yet🌹🌹 I have tried several times to send the friend request but it's not going. Do you mind trying from your side? I will be happy to be friends with you. If you find this message embarrassing please pardon my manners Thank you🌹",0
291,Linda Miller hello there how are you doing if you don't mind can you please send me a friend request,0
292,"Murray Zlatin 😍I'm always happy to see what you share here on Facebook, but we're not friends yet, I've tried sending you a request several times but it doesn't go through. I would be so happy if you can just click on my profile and send me a request, but if you find this message embarrassing, please forgive my manners, have a safe day,thank you and stay blessed 🌹🌺💙",0
293,"Anthony Rusty LoBianco 😍I'm always happy to see what you share here on Facebook, but we're not friends yet, I've tried sending you a request several times but it doesn't go through. I would be so happy if you can just click on my profile and send me a request, but if you find this message embarrassing, please forgive my manners, have a safe day,thank you and stay blessed 🌹🌺💙",0
294,"We're sorry to hear this happened! If you don't mind sending us a DM, we'd be happy to follow up with you.",0
295,"Murray Zlatin Hello, how're you doing, it'll be a great pleasure to have someone like you as friends here it'll be cool to have fun with you, kindly send me a friend request please 💖",0
296,"Anthony Rusty Hello, how're you doing, it'll be a great pleasure to have someone like you as friends here it'll be cool to have fun with you, kindly send me a friend request please 💖",0
