CommentID,UserID,Comment,Number_of_Likes,Number_of_Replies,Updated_At,TextBlob Polarity Score,TextBlob Subjectivity Score,Vader_Neg,Vader_Neu,Vader_Pos,Vader_Com,Flesch Reading Ease Score,Gunning_Fog Score,Sarcasm,Emotion
Ugxmxog5g2scW4Emu3t4AaABAg,@CraigJudd,"It&#39;s probably a bit obscure these days, but I noticed that the anime RahXephon was like a mirror-image of Eva. The weird aliens have taken over Tokyo and the rest of the world is trying to get back in. The protagonist is welcomed to the group, and given support and encouragement to pilot the robot. And it&#39;s about &quot;tuning the world&quot; to bring harmony, but ends with the protagonist living his dream life as a geeky artist with his girlfriend (I think). And probably more things besides — it&#39;s been a very long time since I watched it.",0,0,2023-07-09T05:10:46Z,-0.01625,0.505,0.035,0.792,0.173,0.9493,68.7,9.41,1,fear
Ugy6U389AWp3FoYY9sx4AaABAg,@beethoven2592,Gurren lagann is basically the sugarcoated version of Evangelion.,1,0,2023-07-08T06:53:53Z,0.0,0.0,0.0,1.0,0.0,0.0,11.58,16.93,0,sadness
UgwWGNv51wfciyC9Wr14AaABAg,@rustambatyrov60,"I love the fact that you did not include the remakes add ons of neon genesis because the original is the Creators Vision, Not The Fans Vision For The Series, i can now see the similarities between the anime. neon genesis has another Counterpart Rahxephon in it the character is willing to pilote it i liked how you added if your dad calls you to pilote even a 2 min mech i would too i will not say no thats why i wish they would do more mech Series like Gurren and Mobile Suit Gundam Thunderbolt less kids in it please a Seinen Mecha Anime Heaven",1,0,2023-07-08T03:56:55Z,0.3430555555555556,0.5777777777777778,0.014,0.787,0.199,0.9662,43.06,23.46,1,guilt
UgzM4QCa3ykDq5AgzUp4AaABAg,@Kidneyjoe42,"I&#39;m not sure how to say this politely, but you more or less entirely misunderstood Evangelion. Eva isn&#39;t about everything being futile or doomed to fall or apart. It&#39;s about hope. Hope in spite of hardship, in spite of misunderstanding and pain. In both the TV ending and EoE, Shinji resolves to keep trying to live and find happiness as an individual human. He acknowledges the difficulties that entails and even concedes that he still hates himself. But he has hope that he can one day learn to love himself and connect with other people and so he&#39;s willing to keep trying. <br>TTGL isn&#39;t a refutation of Evangelion, they have almost exactly the same message. It&#39;s more of a spiritual successor. The one thing I&#39;d say you got right is the difference in the support the protagonist has. Evangelion is, for the most part, an individual struggle for each of the characters, not just Shinji. A great deal of their suffering is due to them being atomized and alone. And Shinji&#39;s big resolution in the end is largely about not continuing to let his self hatred and the fear that is born from it stand in the way of trying to connect with other people. Gurren Lagann basically starts from this point. Simon has the doubts and low opinion of himself that Shinji retains even through the end of Evangelion. But Simon is more willing to open himself up to and have faith in other people, which is what Shinji was at least trying to do in the end. Simon&#39;s growth isn&#39;t entirely due to external factors. While both Kamina and Nia make it their personal mission to build him up, Simon has to make the first move with both of them. This is especially true with Kamina. Simon only ended up with Kamina because he was willing to take the risk of believing in him when they first tried to escape the village. Shinji did try and connect with others throughout Eva, but the fear of making himself truly vulnerable always held him back. Simon is what would happen if Shinji was able to overcome that. Even the extreme optimism of Gurren Lagann in immediately rewarding Simon&#39;s faith with the best friend anyone could ever ask for is a fitting continuation from Evangelion&#39;s cynical realism. It&#39;s representative of the different perspective granted by hope and faith in yourself and others, of the change from fixating on the negative to celebrating the positive. Both shows are ultimately part of the same journey. <br>Also, as an aside, you take things too literally. The technobabble in Evangelion is every bit as irrelevant as it is in Gurren Lagann. That&#39;s a Gainax thing in general. The specific minutiae of the setting is never actually important and only exists to support the characters&#39; story. Ritsuko babbling off a bunch of nonsense is just handled more seriously because the show itself is more serious in tone. And Shinji choking Asuka in EoE isn&#39;t about him hating her. In that moment Asuka is the only other person on Earth. She is the representative of the &quot;other&quot; in contrast to Shinji&#39;s &quot;self&quot;. Shinji choking her after rejecting instrumentality is demonstrating that merely choosing to keep living and hoping doesn&#39;t magically fix everything instantly. Shinji&#39;s desire to connect with others is still complicated by his bitterness and incompetence at forming healthy relationships. And Asuka caressing Shinji&#39;s cheek followed by her disgusted remark maintain the promise of hope by showing that human connection isn&#39;t beyond reach while still remaining grounded in the reality that a change in outlook isn&#39;t going to stop people from feeling negative things towards you.",2,0,2023-07-08T01:53:32Z,0.0718159859464207,0.5302941422506641,0.165,0.683,0.152,-0.8478,54.32,10.69,1,fear
UgzWKTc_860AQt02Kyh4AaABAg,@diablorojo3887,"Dude, I don&#39;t want to trash you, but you don&#39;t know nothing about the Mecha genre, please don&#39;t talk about you don&#39;t know<br>And Evangelion is IDEON for idiots",0,0,2023-07-07T21:46:44Z,-0.8,0.8,0.0,0.864,0.136,0.4767,76.9,12.63,1,shame
UgwCXWZijyZlHN5zo8p4AaABAg,@TronimusPrime,Hard times create strong men.<br>Strong men create easy times.<br>Easy times create weak men.<br>Weak men create hard times.,0,0,2023-07-07T15:53:03Z,-0.0183333333333333,0.655,0.201,0.283,0.516,0.836,75.57,1.72,1,sadness
Ugx5UCQ2R3KEBnbQmPx4AaABAg,@ottogoncalves1583,Pilot the damn robot! (Take control of your life!) Breake the unbreakable,0,0,2023-07-03T07:31:41Z,0.0,0.0,0.23,0.77,0.0,-0.508,84.34,4.93,0,disgust
UgxuLkr7h-MuGJBYCgV4AaABAg,@jastermereel4946,i really wanna watch this but the audio is kind of hard to deal with,0,1,2023-07-01T19:12:13Z,0.1694444444444444,0.5472222222222222,0.127,0.873,0.0,-0.2592,81.63,6.0,0,guilt
UgyJfEhAlUo2gHHYgp54AaABAg,@elshinweon4485,The Virgin Shinji vs The &quot;Virgin&quot; Simon,0,0,2023-06-30T22:07:30Z,0.0,0.0,0.0,1.0,0.0,0.0,55.91,2.8,0,guilt
UgwyEp5ETHH9GxzM2ox4AaABAg,@Sinsanities,"Man talking about eva and gurren Lagann, and still manage to add in Hamilton reference",0,0,2023-06-29T16:24:51Z,0.0,0.0,0.0,1.0,0.0,0.0,64.71,8.67,0,disgust
UgwheLRn6YhHBOFt8C94AaABAg,@luis-mora4444,"Thanks for this great video, it gave me a great new perspective on these shows.",0,0,2023-06-28T00:27:51Z,0.4840909090909091,0.5386363636363636,0.0,0.519,0.481,0.9022,98.55,8.67,0,joy
Ugy-E1lH2F0KJkDRbTJ4AaABAg,@JohnWick-ut1tj,I waited be4 watching this video<br>So that I can start and finish both amazing shows,0,0,2023-06-24T20:05:30Z,0.6000000000000001,0.9,0.0,0.787,0.213,0.5859,73.17,6.0,0,anger
Ugz7muUvUAOY1wH-oGZ4AaABAg,@Vangeliz,"This videos is super dumb, EVA is already the answer in and on itself...",1,0,2023-06-21T13:45:47Z,-0.0208333333333333,0.5833333333333333,0.172,0.625,0.203,0.1531,82.65,5.6,0,disgust
UgzLPpwMNEBBSQk28hl4AaABAg,@dylanp629,"I spent 6 months watching all the prerequisite material before watching this video, and I&#39;m glad I did.",0,0,2023-06-21T05:28:03Z,0.2,0.55,0.0,0.85,0.15,0.4588,61.67,11.64,1,fear
UgzgmyFWgY7w15xmGAt4AaABAg,@notarealspy4090,"This video finally gives me the answer to why End of Evangelion felt like such a let down on several points, other than that though, Kamina FTW",0,0,2023-06-19T11:17:15Z,-0.0561111111111111,0.4327777777777777,0.0,0.8,0.2,0.7378,60.99,13.76,0,disgust
Ugw2ORc5HCS8n4EboqN4AaABAg,@YoutubeIsRetarded689,Didn&#39;t Simon end up homeless and alone at the end of the friggin anime?,0,0,2023-06-16T19:41:07Z,0.0,0.0,0.133,0.867,0.0,-0.25,74.19,5.6,0,fear
UgxL8i6IQsk1ImynXhB4AaABAg,@AgentUltimate7,"Kamina&#39;s impact cannot be understated, he knew very well that keep the morale was his duty and the one who should pierce the heavens is Simon, and instead of passive agressive him like people did with Shinji, he put him up, shows that Simon will have people backing him up, so he can grow out of fear and realize his potential.",0,0,2023-06-16T10:54:06Z,0.1,0.65,0.047,0.801,0.153,0.6478,26.48,27.02,0,fear
UgztwT2OWlxyOWkb10x4AaABAg,@omnipotentdancinglordling,Chad Kamina and Simone vs virgin Shinji,0,0,2023-06-15T14:48:39Z,0.0,0.0,0.0,1.0,0.0,0.0,55.91,8.51,0,sadness
Ugy9xqDn-ZiWg5qKNR94AaABAg,@seanjackson4571,"I dont think youtube videos need a thesis anymore.  I think they should just get right into it.<br><br>Because the videos exist in a sea of other youtube videos, and every video starts the exact same way.<br><br>kill the thesis paragraph.<br><br>the title is the thesis.<br><br>wrap up in the conclusion.",1,0,2023-06-15T00:50:35Z,0.1026785714285714,0.3214285714285714,0.0,1.0,0.0,0.0,72.02,3.97,1,disgust
UgzCHlfqItO_YsJF1DR4AaABAg,@NathanTruby,The cold indifference of the universe when the unstoppable human spirit approaches: 😢,0,0,2023-06-13T21:04:07Z,-0.3,0.55,0.343,0.562,0.096,-0.5267,42.38,14.8,1,disgust
Ugx4uszWqZ_bJGyEQ7V4AaABAg,@stormgalaxypegasus,It makes me wonder if Hideaki Anno took notes from Gurren Lagann to make final Evangelion rebuild movie which ends in rather light hearted way,0,0,2023-06-13T05:53:47Z,0.2,0.85,0.0,1.0,0.0,0.0,63.02,11.6,1,disgust
UgzdtzNebGFTrW02DBp4AaABAg,@brentsiegel7624,you mfs need to go outside,0,0,2023-06-13T05:11:47Z,0.0,0.05,0.0,1.0,0.0,0.0,99.23,2.4,0,sadness
UgzrEYIPqpBPCFL2glx4AaABAg,@yw958,Comment,0,0,2023-06-13T01:46:31Z,0.0,0.0,0.0,1.0,0.0,0.0,36.62,0.4,0,sadness
UgyleVbwy6yKHfBmPl14AaABAg,@GodBroly,Except that eva is VERY upfront about religion it’s main antagonist is EVE and ADAM,0,2,2023-06-11T22:25:17Z,0.1833333333333333,0.3166666666666666,0.172,0.828,0.0,-0.4404,64.71,11.33,0,disgust
UgxM6pXOdc4W9XtkyyZ4AaABAg,@giffica,"Wow, have you never seen Gundam? Eva started TV anime? The term anime started because of Gundam, and the term Otaku comes from the Gundam fanbase. Woah okay this is historically so wrong it&#39;s not even funny? Eva was a complete lifting of Space Runaway Ideon do you not know that? Oh boy",2,0,2023-06-08T19:19:33Z,0.09,0.76,0.119,0.79,0.092,-0.3934,86.1,4.99,1,disgust
UgwkoKR-0a0HOT7ka-Z4AaABAg,@giffica,Can&#39;t &quot;answer&quot; something that has 0 meaning.,0,0,2023-06-08T19:16:34Z,0.0,0.0,0.0,1.0,0.0,0.0,81.29,2.8,0,sadness
UgxKOnZC1fMUSvZVOJJ4AaABAg,@max784020,okay okay okay... ill watch gurren lagann,0,0,2023-06-08T04:30:02Z,0.25,0.625,0.243,0.261,0.496,0.2263,93.3,1.4,0,fear
UgzzRSw2lr-Bd5DSPjN4AaABAg,@omargoodman2999,"<b>Spoilers</b><br>...<br>...<br><br><br><br><br><br><br>The whole theme of the show is how no one person, on their own, can do the impossible, but by everyone contributing a little bit of progress, one by one, little by little, we creep and drill our way from the lowest of lows to effective godhood.<br>Kamina&#39;s father inspired Kamina.  So Kamina did the <i>job</i> of Hero and Leader, essentially &quot;stealing the spotlight&quot; of the whole show until it literally killed him.  &quot;Who the hell do you think I am&quot;, in a way, can be taken to be asking, &quot;Do you <b>really</b> think I&#39;m the <i>Leader?</i>  Do you <b>really</b> think I&#39;m the <i>Main Character?</i>  No, Simon is the Main Character of this show, I&#39;m just his opening act!&quot;  And, thus, he keeps the &quot;seat warm&quot; until Simon is inspired enough to take up that Main Character mantle.<br>Kamina looks at the world through <b>literal</b> rose tinted glasses; but Nia&#39;s eyes are rose colored flowers.  She doesn&#39;t need to <i>wear</i> something extra to change how she sees the world; to her, the world <b>is</b> flowers, it <b>is</b> beautiful and rosy, even in its darkest and bleakest.  So both she and Kamina, each in their own way, inspire Simon to totally fulfill his Leadership and Heroic role in the story.<br>Amd it doesn&#39;t even stop there.  Simon, in turn inspires Kitan to become the &quot;Hero of His Own Story&quot;.  Kitan hijacks the Heroic Sacrifice role for himself, having been inspired by Simon, Kamina, and all the rest.  And that, in turn inspires others, <b>including</b> passing inspiration <i>back</i> to Simon.  Simon no longer sees the world <i>just</i> through rosy glasses, but Kitan&#39;s sacrifice forces him to <i>literally</i> &quot;look to the stars&quot; as he transforms the standard Wing-Glasses from Kamina into the Star-Glasses in honor of Kitan.  If he can&#39;t have &quot;stars in his eyes&quot;, he&#39;ll do the next best thing and wear them on his face.<br>And, by the end of the series, when his role as a Hero and as a Leader is over and done, he gets a moment of pure happiness, being able to marry Nia before she completely fades away.  He <i>absolutely</i> has the Spiral Power to bring her back, but that&#39;s <i>precisely</i> the danger the Anti-spiral had warned him about; unfettered, self-serving, irresponsible abuse of Spiral Power would eventually lead to the destruction of <b>everything.</b>  Who was he to say his and Nia&#39;s personal happiness was more important than the happiness of everyone else in the whole universe; after all, he&#39;s no God, he&#39;s just a digger.<br>And so, he in turn has inspired the next generation, handed the story off to the &quot;story untold&quot;.  And there never needed to be a &quot;next generation&quot; series, the likes of &quot;Boruto&quot; any more than we needed a prequel series that showed the origins of the previous war against the Anti-Spiral.  Because there&#39;s neither beginning nor end; it&#39;s an infinite, twisting path from past, through present, on to the future.  Amd Gurren Lagann was just one little window, a slice of that infinity, meant to inspire <b>us,</b> the viewers, to go on to become our <i>own</i> Heroes and Leaders in our <i>own</i> stories.<br>Believe in the You that Simon the Digger Believes in.",0,0,2023-12-04T23:09:12Z,0.2340531561461794,0.4717054263565891,0.09,0.739,0.171,0.996,57.61,10.62,1,anger
Ugza6OuZXthRGI3yV-N4AaABAg,@briel0008,"I learned from one early psychologist when I was in college was, in our youth we must first begin to relly or trust in others most probobly those who are older. Until such time that you could build yourself. It reminded me of childhoods end. The mantra began with believe in me that believes in you and ended with believe in you who believes in yourself.",0,0,2023-11-28T17:28:40Z,0.2033333333333333,0.3933333333333333,0.0,0.952,0.048,0.5106,80.11,7.81,1,fear
UgzL11qIu2bLypMa72V4AaABAg,@Khedaar,Kamina was the most empathetic charakter,0,0,2023-10-30T21:48:56Z,0.5,0.5,0.0,0.626,0.374,0.4576,31.55,15.73,0,sadness
UgwhxoL2sxFzMsdIdMt4AaABAg,@hawkeyenextgen7117,"Is it ok to be unable to enjoy Gurren Lagaan? I want to watch it so badly but I can&#39;t. I&#39;m afraid Nia&#39;s death will trigger the memory of my ex&#39;s suicide. But people from the anime fandom have shamed me for it, accusing me of murdering her.",0,0,2023-10-29T06:14:40Z,-0.1799999999999999,0.6133333333333333,0.381,0.55,0.068,-0.9801,76.22,7.3,1,fear
UgwJndQFv-J6WYDPP2R4AaABAg,@BarioIDL,friendly reminder that this masterpiece came out in 2007<br>now we have captain falcon telling the authorities to &quot;do better&quot;,0,0,2023-10-22T09:06:58Z,0.375,0.5,0.0,0.678,0.322,0.8432,52.19,11.81,1,anger
UgzwpR1XmVT2XjRj2aB4AaABAg,@gumachurchill4873,"The way I see it, you can describe Kamina by using his sayings.<br>&quot;Don&#39;t believe in yourself. Believe in me, believe in the Kamina who believes in you.&quot;<br>Kamina is motivating Simon to give it his all because Kamina sees the greatness in him that Simon sadly doesn&#39;t. In the process, he creates a bond of motivation and encouragement with Simon and vice versa.<br>&quot;Just who the hell do you think I am!!!?&quot;<br>This shows off Kamina&#39;s perseverance and I guess a Devil May Cry-like attitude(I&#39;ve never played DMC, so sorry if I used this term wrong, but I hope y&#39;all know what I mean). It doesn&#39;t matter what the odds are, who he&#39;s fighting, or anything for that matter, he will fight like hell in order to see the fruits of his labor.<br>&quot;Believe in yourself. Not in the Kamina who believes in you, neither in the Simon who believes in me. Have faith in the Simon who believes in you.&quot;<br>Kamina is teaching Simon to be the BEST Simon he can ever be!",0,0,2023-10-22T03:30:32Z,-0.1625,0.7775,0.124,0.736,0.139,0.4772,74.08,7.06,0,shame
UgxWqBZz559JGeQaOI94AaABAg,@Tomarusan,"we dont need a man like kamina, we need to be like kamina",0,0,2023-10-13T09:19:16Z,0.0,0.0,0.0,0.688,0.312,0.6124,83.66,8.28,0,disgust
Ugz9j5l35RsfikL3xtZ4AaABAg,@bobbyzamora6389,Very interesting. This series is far more clever than people think.,0,0,2023-09-27T11:41:16Z,0.3541666666666667,0.7458333333333333,0.0,0.589,0.411,0.742,68.77,4.4,0,disgust
UgzODu1MAJFuzY5tXjp4AaABAg,@owjekndjw5193,"<a href=""https://www.youtube.com/watch?v=Z_moLda_du4&amp;t=6m06s"">6:06</a> literally has asuka and rei 💀",0,0,2023-09-23T16:07:04Z,0.0,0.0,0.0,1.0,0.0,0.0,5.15,14.23,0,anger
Ugw983m4_9ApgZv0fH94AaABAg,@jaylanmgrant4071,People don&#39;t understand that a story must build,0,0,2023-09-12T11:51:55Z,0.0,0.0,0.0,1.0,0.0,0.0,71.82,3.2,0,disgust
Ugx8KssF7umfW3Cbu9Z4AaABAg,@dalgeubam,se loco capotraste,0,0,2023-09-09T19:52:21Z,0.0,0.0,0.0,1.0,0.0,0.0,59.97,1.2,0,sadness
UgxaWBth5pvv_1euAmR4AaABAg,@Ichimar486,More so you can tell there&#39;s alot of care that went into the story that subverts typical Shonen expectations that fighting is the main priority showcase.,0,0,2023-09-01T04:49:07Z,0.1666666666666666,0.4444444444444444,0.084,0.808,0.108,0.1779,53.55,15.02,0,disgust
UgyExQO7d7Gl6pWXBK54AaABAg,@Cthulhusuperstar,"I always interpreted that the show, showing Simon&#39;s perspective, was perfectly clear in showing Kamina as a less than ideal leader, but the love he showed for his little brother and him always being there for inspiration were enough for Simon to <b>see</b> him as the ultimate leader, the end all of courage and sacrifice. It&#39;s only when you see him with the eyes of this child that he becomes a true beacon of inspiration, the very image and sentiment  he&#39;d try to live with in his older life. <br><br>We see Kamina being reckless,  bone headed and doing things without thinking them at all, but what he sees is so so different, and that&#39;s what&#39;s beautiful, he applied this childhood filters and got only the best from him, without ever having to doubt or second guess his older brother. <br><br><br><br>I&#39;ll sit now and cry on the corner for an hour.",0,0,2023-08-28T02:57:48Z,0.2230850168350168,0.5592592592592593,0.058,0.727,0.215,0.9857,50.33,17.13,1,anger
UgyAaOzks990bj4tsKZ4AaABAg,@jibraelmartinez5368,"Idk, if anyone can see this comment, but please help me, please tell me how you say Gurren Lagann",0,2,2023-08-27T04:10:03Z,0.0,0.0,0.047,0.585,0.368,0.85,86.03,7.6,0,disgust
UgxjwOnY-uJJUzDdROR4AaABAg,@calacalamari3977,"one thing i love is that nia and kamina essentially represent the same thing to simon, which is the the drive to keep moving no matter what. nia and kamina are similar in their relationship towards simon, they&#39;re the charismatic driving force that constantly inspires simon, and the rest of team dai gurren, to keep pushing. they&#39;re not the best at the combat on their own, but they have the strongest wills in the show and have undying faith in simon. they both recognize simon as just that, as himself, instead of the shadow of kamina or a cowardly digger boy or something. kamina&#39;s personality makes people forget this a lot, but without simon backing him up in combat in the mechs, he usually fails. i love this about them so much",0,0,2023-08-17T05:10:42Z,0.2545454545454546,0.4689393939393939,0.12,0.765,0.115,0.5136,66.07,11.83,1,anger
Ugz2yhqPq-y1R2NAx314AaABAg,@Motor__,Kamina is the realest one…,0,0,2023-08-16T17:30:06Z,0.0,0.0,0.0,1.0,0.0,0.0,83.32,10.0,0,guilt
Ugx11ZFc0JCFWmXwH-R4AaABAg,@loocydity6119,"I remember back then when I first watched this show, I stopped watching completely when Kamina died.. I just couldn&#39;t move on after that😢",0,0,2023-08-11T01:59:12Z,0.1166666666666666,0.2444444444444444,0.278,0.722,0.0,-0.8344,76.22,8.13,1,sadness
UgxUlcB4e_8WwTK1dVZ4AaABAg,@ReplacerX2,This video was really insightful! Now I&#39;m thinking to rewatch the series.,0,0,2023-08-02T09:39:30Z,0.25,0.2,0.0,1.0,0.0,0.0,65.39,5.73,0,guilt
Ugxnkqd2ZY9aFpAIJY54AaABAg,@joonaspenttila201,Intresting take for me the first few episodes were amazing but the middle portion of the show is terribly unintresting and boring but then the end portion is amazing again,0,0,2023-07-26T03:35:33Z,-0.1071428571428571,0.6047619047619047,0.189,0.627,0.183,-0.0644,57.95,16.0,1,joy
Ugz-kriX4cRovp1TPkZ4AaABAg,@VoidSandwich,"<a href=""https://www.youtube.com/watch?v=Z_moLda_du4&amp;t=15m20s"">15:20</a>",0,0,2023-07-19T16:13:08Z,0.0,0.0,0.0,1.0,0.0,0.0,-91.3,20.8,0,anger
UgyTUtS8w9oWRoovjqV4AaABAg,@GuroItuyoshi,"For me Gurren-Lagann is meant to be see by kids and not adults. The first part is how a kid can get a sense of comfort from Kamina&#39;s presence. The shows is really reassuring thanks to him, you can watch it and think something like &quot;yes it will going on like that forever&quot; and then Kamina died. I stopped the show at this point because I just couldn&#39;t take it as a kid. I needed like a month to get the courage of watching the rest. And I don&#39;t regret it, I think it&#39;s the perfect show to make a kid grow, accept the loss of someone or something, like loosing your childhood and going further. This is the best moral you can get imo. A kid will admire Kamina in the first part, grief a lot and hate what&#39;s happing in the 2-3 episodes following his death and finally start to love simon and root for him and geting more mature as Simon grows too.",0,0,2023-06-25T12:46:38Z,0.16,0.4344444444444443,0.102,0.685,0.213,0.97,75.74,9.04,0,sadness
UgyLyvSRQ3LUFeAUChF4AaABAg,@vashdesperado1232,"I think TTGL is the primest example of what anime can be. No 500 episode over complicated story. Just style, heart, and emotion. TTGL is like my favorite anime, but I barely even remember the plot.  The whole show is about the characters and art. The least pretensious thing I&#39;ve ever seen.",0,0,2023-06-23T23:20:58Z,-0.0099999999999999,0.58,0.029,0.858,0.113,0.5789,88.02,6.56,0,guilt
UgyR6nt5C8yFz4ezQNx4AaABAg,@Borax_Sensei,Bro the writer forgot In universe explanations.,1,1,2023-06-11T16:51:08Z,0.0,0.0,0.0,1.0,0.0,0.0,38.99,8.51,1,fear
Ugym14VKlJkE-SO1kyV4AaABAg,@jasomega2446,Thank you for this video,1,0,2023-06-11T16:25:23Z,0.0,0.0,0.0,0.615,0.385,0.3612,117.16,2.0,0,sadness
UgykhIg1w5EIkMojsVZ4AaABAg,@MyWatermelonz,Dimensionality is boring and weak writing. The best characters are just over the top and do one thing very well or encapsulate one idea to the max. This is why TF2 characters are &gt;&gt;&gt;&gt;&gt;&gt; than any valorant or overwatch characters. Nazi zombies crew? They&#39;re the best.,0,0,2023-06-10T22:26:17Z,0.2208333333333333,0.5041666666666665,0.09,0.692,0.218,0.8122,70.6,7.16,1,disgust
Ugz6JNWjLThbXWkbgx14AaABAg,@user-vt8br7uo3n,still one of my fave anime,0,0,2023-06-09T02:31:29Z,0.0,0.0,0.0,0.633,0.367,0.4404,99.23,2.4,0,sadness
Ugy2Zm47FZeUFQVnOa54AaABAg,@jonarvaez8232,The first seven episodes are great. The tone is completely different and gives you whiplash after the major change.,0,0,2023-06-01T17:58:45Z,0.278125,0.5458333333333333,0.0,0.814,0.186,0.6249,78.75,5.91,1,joy
Ugxb243VPs0NYOoClNZ4AaABAg,@user-cg3gf3us1r,When the universe dies because humans killed the universe:,0,0,2023-05-31T03:38:48Z,-0.2,0.0,0.36,0.64,0.0,-0.6705,79.26,3.6,1,sadness
Ugw93xc8TYstvR5Zdit4AaABAg,@its_Criminal1,"Kamina is just the best character ever man.<br>The story at first is structured in away that makes it appear like kamina is the main character, which is why his extremely early death makes for a much more lasting and impactful death.<br>His personality in general is so likeable. He&#39;s the greatest role model for a young child like simon. Teaches him how to be a man and shows him that to the end, protecting and forging the man who will end up saving the complex multiverse from a godlike being.<br>The man who never gives up and keeps fighting all the time no matter what.<br>Kamina is just that incredible.<br>He&#39;s so inspiring that his words still inspire young men through the screen after over 15 years since he first spoke",0,0,2023-05-30T21:03:41Z,0.2858974358974359,0.4461538461538461,0.052,0.783,0.165,0.9573,72.26,9.19,0,disgust
UgyJdNN4XT1ts1yR-OB4AaABAg,@stabfinn,Actually I don’t mind At all that people are dropping The show early because I want it to stay a hidden gem,0,3,2023-05-30T14:48:24Z,-0.0222222222222222,0.2444444444444444,0.0,0.942,0.058,0.0772,66.07,10.62,0,guilt
UgzkNfRKLUYRBplfPJR4AaABAg,@Limbaugh_,"I thought there was a solid element of mystery, so the “one dimensional” villains are fitting for the first section",0,0,2023-04-12T13:25:12Z,0.25,0.3111111111111111,0.183,0.75,0.067,-0.5859,59.64,12.0,0,fear
UgxA11zRsxO7CCuduRh4AaABAg,@Limbaugh_,Best anime of all time,0,0,2023-04-12T13:20:50Z,1.0,0.3,0.0,0.488,0.512,0.6369,100.24,2.0,0,sadness
Ugz19bW1zehLpqmy4ht4AaABAg,@Karasamune,"This is a good analysis, but I can&#39;t say I agree with it all the way. Kamina did help shape Simon into the leader he became, but i dont think Kamina was an incompetent leader. You said he repeatedly spouts platitudes, but i wouldnt chalk his quotes up to that. Every single thing Kamina said wasn&#39;t just pointless philosophical drivel. He really believed in what he said. It wasn&#39;t just to encourage Simon, although that was one of his goals. I think Kamina would have himself been a great leader if he survived.",1,1,2023-04-10T17:53:24Z,0.1035714285714285,0.3538690476190476,0.037,0.758,0.205,0.9645,66.44,8.33,1,disgust
UgxUQqFIh7ajVCTWjX14AaABAg,@Broockle,I tried to get my older sister hooked but I lost her around ep 3. It was tragic 😆,0,0,2023-04-08T03:55:01Z,-0.2916666666666667,0.5416666666666666,0.246,0.638,0.115,-0.5719,96.18,3.6,0,guilt
UgwQ86Kj8EGJ461dGNR4AaABAg,@wizardiron9875,Kamina has become the perfect leader by beeing the worst leader,0,0,2023-04-05T14:26:12Z,0.0,1.0,0.244,0.536,0.22,-0.1027,60.31,8.04,0,anger
Ugz1kpXhZ8703Th2nep4AaABAg,@jkLames,"My friend started to watch the show after hearing my insanely high praise, but he stopped just after episode 7, claiming the humor, characters, and humor to be dry. I feel so sad that he’s missing out on such a great show, and especially an episode before that weight is introduced.",0,0,2023-03-29T21:17:44Z,0.0276190476190476,0.6342857142857142,0.157,0.633,0.21,0.3845,62.51,13.34,1,sadness
UgxMvtwBwR6MlxfLdTN4AaABAg,@MrCOLBSTAH,There is something about this anime that just never fails to get my blood boiling and make me smile ear to ear. It just makes me absolutely euphoric and excited and I don&#39;t entirely know why but I love it and I&#39;m not complaining.,3,0,2023-02-24T00:50:39Z,0.2708333333333333,0.5458333333333333,0.0,0.708,0.292,0.9285,74.53,11.53,1,anger
UgwmAEmTt8my01sIc3h4AaABAg,@phineasmontgomery203,"The story acts as a drill, it starts with a shallow plot and superficial characters but it become deeper and more grand, Kamina is the beginning and Simon inherits his legacy. As is said &quot;We evolve beyond the person we were a minute before! Little by little, we advance a bit further with each turn. That&#39;s how a drill works&quot; and the story is the same way. Even the ending is the same because Simon passes the legacy of team Dai-Gurren down and returns to being Simon the digger.",0,0,2023-02-02T04:59:21Z,0.0290123456790123,0.4487654320987654,0.0,0.949,0.051,0.6938,70.33,8.92,1,fear
UgxLRQ5zYJ4P3KmCb-d4AaABAg,@grqqn,"kamina is my favorite character of all time, I absolutely adore every single aspect about him",0,0,2023-01-24T12:49:45Z,0.2095238095238095,0.7047619047619048,0.0,0.67,0.33,0.7841,46.78,13.9,1,guilt
UgyKFX4h8yAcjHB3gvZ4AaABAg,@tonydiorio3748,"I think it&#39;s beyond incredible that the show can bounce back and forth from the basest of goofy silly, even fan service, moments -  to truly moving and inspiring motivations/themeology. 15 years later and this anime of less than 30 episodes is still one of my all time favorites. I know every twist and turn of the plot at this point and still cry / feel my soul set ablaze every time I watch it. Honestly, i should rewatch every time I feel any self doubt. Watching this every few years reminds me that we should always put our all into our goals; running at them headfirst without fear....even if that brave face is a facade &lt;3",3,0,2022-12-30T12:52:39Z,0.2433333333333333,0.5841666666666667,0.042,0.819,0.139,0.8934,77.37,9.42,0,fear
